id,time,latitude,longitude,wifi,addr
53,27MAR2013:00:09:06,43.70660750,-72.28702270,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:17:20:12,43.62513314,-72.32322393,,Interchange Drive; Lebanon; Grafton County; New Hampshire; 03784; United States of America
53,27MAR2013:18:20:11,43.65501030,-72.24415814,,Hanover St; Lebanon; Grafton County; New Hampshire; nh; United States of America
53,27MAR2013:18:40:07,43.70534660,-72.28320090,,8 North Park Street; 8; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:18:51:19,43.70528499,-72.28310630,,8 North Park Street; 8; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:19:20:07,43.70666770,-72.28705100,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:19:40:07,43.70667410,-72.28706380,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:20:00:07,43.70664610,-72.28703340,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:20:20:07,43.70664480,-72.28701150,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:21:00:07,43.70559010,-72.28321980,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:21:20:07,43.70556330,-72.28318680,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:21:40:07,43.70557620,-72.28321250,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:22:00:07,43.70556530,-72.28322650,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:22:20:07,43.70557520,-72.28323890,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:22:40:07,43.70556840,-72.28318120,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:23:00:07,43.70556630,-72.28320190,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:23:20:07,43.70557790,-72.28315110,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,27MAR2013:23:40:07,43.70558660,-72.28316280,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:00:00:07,43.70557610,-72.28316060,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:00:20:08,43.70546347,-72.28329994,,8 North Park Street; 8; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:00:40:07,43.70558550,-72.28313790,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:01:00:07,43.70558750,-72.28315720,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:01:20:07,43.70558990,-72.28317990,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:01:40:07,43.70557710,-72.28316640,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:02:00:07,43.70560800,-72.28316380,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:02:20:07,43.70560120,-72.28317410,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:02:40:07,43.70556970,-72.28316790,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:03:00:07,43.70558810,-72.28317050,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:03:20:07,43.70559130,-72.28314830,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:03:40:07,43.70558990,-72.28315050,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:04:00:07,43.70559520,-72.28315350,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:04:20:07,43.70559930,-72.28315190,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:04:40:07,43.70558080,-72.28318680,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:05:00:07,43.70559080,-72.28316400,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:05:20:07,43.70559700,-72.28316610,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:05:40:07,43.70559850,-72.28316510,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:06:00:07,43.70560680,-72.28317850,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:06:20:07,43.70558460,-72.28318240,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:06:40:07,43.70560220,-72.28315530,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:07:00:07,43.70560030,-72.28319380,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:07:20:07,43.70553520,-72.28316120,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:07:39:54,43.70548720,-72.28291498,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:08:00:07,43.70557670,-72.28315460,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:08:20:07,43.70558300,-72.28317480,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:08:40:07,43.70557040,-72.28315940,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:08:59:48,43.70537521,-72.28291948,,8 North Park Street; 8; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:09:20:07,43.70559760,-72.28313870,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:09:40:07,43.70560320,-72.28316800,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:10:00:07,43.70558870,-72.28314340,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:10:20:07,43.70559860,-72.28316990,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:10:40:07,43.70559800,-72.28314460,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:11:00:07,43.70561660,-72.28317390,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:11:20:07,43.70560170,-72.28314160,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:11:40:07,43.70559070,-72.28313540,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:11:58:43,43.70813194,-72.28398791,,Dana Circle Parking Lot; 64; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:12:20:08,43.70872640,-72.28387300,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:12:40:07,43.70872200,-72.28383050,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:13:00:07,43.70548490,-72.28320920,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:13:20:07,43.70647970,-72.28340290,,20 North Park Street; 20; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:13:40:07,43.70561330,-72.28327330,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:14:00:07,43.70555510,-72.28317290,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:14:20:07,43.70556770,-72.28320030,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:14:40:07,43.70558010,-72.28319410,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:15:00:07,43.70556530,-72.28321150,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:15:20:07,43.70558440,-72.28321220,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:15:40:07,43.70556010,-72.28322190,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:16:00:07,43.70558570,-72.28317960,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:16:20:07,43.70557570,-72.28315340,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:16:40:07,43.70559280,-72.28314980,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:17:00:07,43.70560690,-72.28315890,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:17:20:07,43.70557190,-72.28316090,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:17:40:07,43.70559530,-72.28314810,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:18:00:07,43.70555600,-72.28318720,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:18:20:07,43.70554440,-72.28317390,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:18:40:07,43.70560210,-72.28314340,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:19:00:07,43.70560060,-72.28313710,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:19:20:07,43.70611670,-72.28328620,,18 North Park Street; 18; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:19:40:07,43.70616310,-72.28328720,,18 North Park Street; 18; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:20:00:07,43.70610700,-72.28331170,,18 North Park Street; 18; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:20:20:07,43.70610360,-72.28332520,,18 North Park Street; 18; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:20:40:07,43.70555720,-72.28322240,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:21:00:07,43.70557770,-72.28321060,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:21:20:07,43.70557240,-72.28319960,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:21:40:07,43.70555550,-72.28321120,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:22:00:07,43.70556820,-72.28323060,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:22:20:07,43.70558370,-72.28322270,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:22:40:07,43.70555850,-72.28322810,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:23:00:07,43.70556530,-72.28324770,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:23:20:07,43.70557440,-72.28325280,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,28MAR2013:23:40:07,43.70558210,-72.28316880,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:00:00:07,43.70559330,-72.28315030,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:00:20:07,43.70559890,-72.28315260,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:00:40:10,43.70554095,-72.28314459,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:01:00:12,43.70550179,-72.28317758,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:01:20:07,43.70557640,-72.28318930,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:01:40:07,43.70556350,-72.28317220,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:02:00:07,43.70558120,-72.28315440,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:02:20:07,43.70548500,-72.28316090,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:02:40:07,43.70556830,-72.28318260,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:03:00:07,43.70556000,-72.28314740,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:03:20:07,43.70557810,-72.28317670,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:03:40:07,43.70558970,-72.28316580,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:04:00:07,43.70558560,-72.28315850,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:04:20:07,43.70552680,-72.28320660,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:04:40:08,43.70555210,-72.28315980,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:05:00:07,43.70558330,-72.28319950,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:05:20:07,43.70557740,-72.28314790,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:05:40:07,43.70559290,-72.28315750,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:06:00:07,43.70555230,-72.28317840,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:06:20:07,43.70556380,-72.28316690,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:06:40:10,43.70546599,-72.28290906,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:07:00:07,43.70558920,-72.28319760,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:07:20:07,43.70556750,-72.28314620,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:07:40:07,43.70556190,-72.28318260,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:08:00:07,43.70558590,-72.28315880,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:08:20:07,43.70555760,-72.28319210,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:08:40:07,43.70553470,-72.28319160,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:09:00:07,43.70556820,-72.28319250,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:09:20:07,43.70554290,-72.28318510,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:09:40:07,43.70558370,-72.28315850,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:10:00:09,43.70789343,-72.28376628,,Dana Circle Parking Lot; 64; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:10:20:07,43.70878120,-72.28396450,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:10:40:07,43.70865720,-72.28423030,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:11:00:07,43.70877040,-72.28396060,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:11:20:07,43.70684030,-72.28693820,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:11:40:07,43.70677330,-72.28698670,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:12:00:07,43.70687250,-72.28696830,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:12:20:07,43.70670480,-72.28702410,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:12:40:07,43.70673860,-72.28721320,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:13:00:07,43.70672170,-72.28716370,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:13:20:07,43.70668360,-72.28713140,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:13:40:07,43.70667130,-72.28712880,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:14:00:07,43.70667320,-72.28713050,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:14:20:07,43.70670880,-72.28716680,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:14:40:07,43.70667210,-72.28713680,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:15:00:07,43.70668790,-72.28711590,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:15:20:07,43.70676380,-72.28706140,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:15:40:07,43.70665130,-72.28709890,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:16:00:07,43.70669530,-72.28708910,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:16:20:07,43.70671630,-72.28713550,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:16:40:07,43.70667550,-72.28711250,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:17:00:07,43.70750114,-72.28497074,,Gilman Life Sciences Lab; 54; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
53,29MAR2013:17:20:07,43.70558950,-72.28314270,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
