id,time,latitude,longitude,wifi,addr
23,27MAR2013:13:07:19,43.70662970,-72.28704480,in[sudikoff],Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,27MAR2013:23:47:19,43.70561600,-72.28329690,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:00:07:19,43.70556360,-72.28324850,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:00:27:19,43.70557240,-72.28325420,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:00:47:19,43.70555070,-72.28326910,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:01:05:52,43.70550040,-72.28323740,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:01:27:01,43.70556153,-72.28323676,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:01:47:19,43.70552460,-72.28326960,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:02:07:19,43.70557550,-72.28329080,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:02:27:19,43.70555430,-72.28329210,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:02:47:19,43.70551870,-72.28325540,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:03:07:19,43.70550560,-72.28328960,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:03:27:19,43.70552540,-72.28326720,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:03:47:19,43.70554840,-72.28327600,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:04:07:19,43.70552310,-72.28327110,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:04:27:19,43.70553190,-72.28330460,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:04:47:19,43.70545740,-72.28326920,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:05:07:19,43.70562350,-72.28331140,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:05:27:19,43.70551190,-72.28325090,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:05:47:19,43.70554810,-72.28326140,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:06:07:19,43.70556920,-72.28327460,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:06:27:19,43.70556310,-72.28326970,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:06:47:19,43.70558100,-72.28329190,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:07:07:19,43.70556200,-72.28328580,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:07:27:19,43.70557920,-72.28326120,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:07:47:19,43.70563660,-72.28337330,in[north-park],14 North Park Street; 14; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:08:07:19,43.70558090,-72.28323210,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:08:27:19,43.70553100,-72.28324810,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:08:47:19,43.70561290,-72.28333060,,12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:09:07:19,43.70556540,-72.28324930,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:09:27:19,43.70561080,-72.28334060,in[north-park],14 North Park Street; 14; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:09:47:19,43.70552590,-72.28330260,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:10:07:19,43.70549160,-72.28328830,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:10:27:19,43.70561220,-72.28323980,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:10:47:19,43.70550530,-72.28328870,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:11:07:19,43.70551230,-72.28326470,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:11:27:19,43.70552490,-72.28327050,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:11:45:57,43.70554380,-72.28327600,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:12:07:19,43.70873730,-72.28381680,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:12:27:19,43.70866770,-72.28362440,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:12:47:19,43.70865640,-72.28367950,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:13:27:19,43.70556810,-72.28327530,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:13:45:22,43.70553920,-72.28325460,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:13:47:32,43.70551478,-72.28334497,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:15:47:19,43.70678830,-72.28344410,,22 North Park Street; 22; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:16:07:19,43.70559380,-72.28326640,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:16:27:19,43.70563260,-72.28334330,in[north-park],14 North Park Street; 14; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:16:47:19,43.70561700,-72.28329480,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:17:07:19,43.70565710,-72.28323190,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:17:27:19,43.70560980,-72.28326800,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:17:47:19,43.70564810,-72.28323550,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:18:07:19,43.70563870,-72.28328590,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:18:27:19,43.70555490,-72.28327850,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:18:47:19,43.70562470,-72.28325370,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:19:07:19,43.70556280,-72.28328460,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:19:27:19,43.70554560,-72.28329810,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:19:47:19,43.70552890,-72.28330840,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:20:07:19,43.70556440,-72.28328940,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:20:27:19,43.70554580,-72.28328260,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:20:46:20,43.70555780,-72.28324790,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:21:07:19,43.70554720,-72.28327940,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:21:27:19,43.70557210,-72.28326000,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:21:47:19,43.70556660,-72.28327430,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:22:07:20,43.70555210,-72.28328330,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:22:27:19,43.70550730,-72.28329340,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:22:47:19,43.70552840,-72.28324500,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:23:07:19,43.70553420,-72.28325840,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:23:27:19,43.70554180,-72.28329330,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,28MAR2013:23:47:19,43.70563210,-72.28330560,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:00:07:19,43.70564700,-72.28327470,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:00:27:19,43.70554770,-72.28326200,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:00:47:19,43.70553930,-72.28325320,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:01:07:19,43.70564360,-72.28332000,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:01:27:19,43.70563190,-72.28335240,in[north-park],14 North Park Street; 14; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:01:47:19,43.70552610,-72.28326560,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:02:07:19,43.70563740,-72.28330310,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:02:27:19,43.70557550,-72.28323770,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:02:47:19,43.70557570,-72.28325490,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:03:07:19,43.70558560,-72.28327740,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:03:27:19,43.70566060,-72.28325200,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:03:47:19,43.70562960,-72.28322710,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:04:07:19,43.70553740,-72.28328050,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:04:27:19,43.70558500,-72.28328250,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:04:47:19,43.70554890,-72.28325840,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:05:07:19,43.70557070,-72.28325970,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:05:27:19,43.70556830,-72.28324510,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:05:47:19,43.70548160,-72.28328960,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:06:07:19,43.70561370,-72.28329730,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:06:27:19,43.70555870,-72.28327400,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:06:47:19,43.70555250,-72.28326110,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:07:07:19,43.70555490,-72.28327070,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:07:27:19,43.70556900,-72.28324680,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:07:47:19,43.70551170,-72.28327820,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:08:07:19,43.70558980,-72.28326380,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:08:27:19,43.70553450,-72.28324650,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:08:47:19,43.70553410,-72.28326830,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:09:07:19,43.70565220,-72.28329970,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:09:27:19,43.70560180,-72.28328350,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:09:47:19,43.70556800,-72.28326080,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:10:07:19,43.70890800,-72.28398490,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:10:27:19,43.70870410,-72.28366610,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:10:47:19,43.70867580,-72.28379120,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:11:07:19,43.70866650,-72.28370100,in[lsb],Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:11:27:19,43.70552540,-72.28322890,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:11:47:19,43.70557340,-72.28330260,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:12:07:19,43.70556620,-72.28329160,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:12:27:19,43.70555380,-72.28328390,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:12:47:19,43.70553920,-72.28328500,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:13:07:19,43.70556640,-72.28328620,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:13:27:19,43.70565000,-72.28329230,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:13:47:19,43.70554690,-72.28324170,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:14:07:19,43.70553690,-72.28325730,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:14:27:19,43.70555580,-72.28329990,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:14:47:19,43.70555860,-72.28325690,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:15:07:19,43.70561310,-72.28331410,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:15:27:19,43.70552530,-72.28329070,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:15:47:19,43.70548540,-72.28327500,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:16:07:19,43.70663020,-72.28705540,in[sudikoff],Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:16:27:20,43.70417820,-72.28748050,,Rollins Chapel; Fayerweather Hill Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:16:47:19,43.70546920,-72.28325620,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:17:07:19,43.70550430,-72.28327960,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:17:27:19,43.70550150,-72.28326920,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:17:47:19,43.70558550,-72.28322440,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:18:07:19,43.70554770,-72.28328450,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:18:27:19,43.70556330,-72.28325570,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:18:47:19,43.70565700,-72.28330480,in[north-park],12 North Park Street; 12; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:19:07:19,43.70558680,-72.28322830,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:19:27:19,43.70551120,-72.28326930,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:19:47:19,43.70559770,-72.28329530,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:20:07:19,43.70557380,-72.28325420,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:20:27:19,43.70551240,-72.28327880,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:20:47:19,43.70550700,-72.28326060,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:21:07:19,43.70546020,-72.28327230,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:21:27:19,43.70551550,-72.28323820,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:21:47:19,43.70557320,-72.28332160,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:22:07:19,43.70547470,-72.28327410,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:22:26:04,43.70551060,-72.28323360,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:22:45:33,43.70550170,-72.28325550,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:23:05:19,43.70558020,-72.28324920,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:23:27:19,43.70554210,-72.28325150,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,29MAR2013:23:46:10,43.70553930,-72.28325750,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,30MAR2013:00:06:46,43.70550616,-72.28326510,,10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,30MAR2013:00:27:19,43.70555370,-72.28329620,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,30MAR2013:00:47:19,43.70553670,-72.28327850,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,30MAR2013:01:07:19,43.70554070,-72.28322580,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,30MAR2013:01:27:19,43.70561130,-72.28331450,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,30MAR2013:01:47:19,43.70555380,-72.28324030,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,30MAR2013:02:07:19,43.70557850,-72.28322070,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
23,30MAR2013:02:27:19,43.70557130,-72.28323620,in[north-park],10 North Park Street; 10; North Park Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
